tweet,sentiment
 Yea once - me and my friends flew out to amercia to see her w/ the Jonas brothers  . have u? haha i hate bebo :p . aw cant wait,2
Baby was not herself after recieving vaccines,2
I still can`t believe the Matt McCoy interview got 255 views!! Twitter truly is....AWESOME!,3
Time to wind down and relax a little.  I can only change the world a little through Twitter each evening.  The rest will be up to others.,2
" By the way, let me know when you want to schedule a round or two. Played highland woods monday. Shot 96.",2
Today was not an inspirational photography day  #photography -  http://twurl.nl/jnizbw,1
its too early to be up,2
" ooh a storm, that`s always welcome news  Happy Mothers Day!",3
 I would much rather you didn`t punch yourself in the face...it might hurt,1
lovely night of steve-o and family guy. off to bed.,3
" lol, what`s wrong? workin right now sowwwy",1
" Unfortunately, I didn`t do it on purpose - itunes shuffle did it. It followed up with Dreadzone, so no life-ruin music-trauma.",1
Is listening to the new jonas brothers song,2
Listening to We Are Dead Ocean by . I actually listened twice in a row because it`s so short and pleasing,2
"????? ,my latest obession.",3
 I`ve thought about it several times . got a few good friends there!,3
Happy May Bank Holiday British Peeps,3
Missing my baby ducks,1
" LOL it`s not the army it`s starfleet, rules are meant to be broken to get the job done. That`s why he gets the medal",1
starting phase 1 of operation 'be productive'- pack clothes. can`t find pink tank top!! oh no!!!,1
And I`m listening to 'Wrong' by Depeche Mode.,2
gots a headache now,1
 Till then ..Ice Cream!,2
_life  Hey i like love iCarly it rocks.   my youtube account--> http://tinyurl.com/cf63ud,3
_Shan_West Im so excited to see u!! Its been forever  My lil Shan Shan gettin married!!  PS Did u really get a tattoo?? Lol,3
 I hope you feel better soon,3
 Too bad we`re in Sweden where Up isn`t up on the theaters  here until October,1
last day of work  ...but everyone is making it so great!,3
" I`ll be right over, save me a slice",2
 haha...it the booomb,2
"  We don`t feel too comfortable using it. It`s not awful, but pretty icky.  Scurrying to find a deal...",1
_i_am_jes YAY! congrats! i`m afraid to check my grades!,2
 Hugs to hubby! I`ll probably be in the same place come the 1st of September.,3
 i`m watchign the garden from the window...far too hot for me,1
 you are the sweetest.  love you cuz!,3
 yep... or it should b automatic that if u fall 4 someone that person does 2!or smthng like that... but the way it is SUCKS!,1
" sounds cool! Liverpool`s ace, especially if you like the beatles cos there`s museums and shops dedicated to them",3
boys and girls lie? awww is santa not real either?,2
_y time really flies my frd..how`s you love-hunting mission going? abt time to bring the sexy 'yu yung' jacket out,2
_archie Haha it`s ok. Glad everything`s good. Happy always! Woohoo!,3
"WFD: Lasagna. Still 45 minutes to go, so hungry now.",2
" I`ll have to watch it soon then!  An I love, New York? Sweet! I`ll be on the lookout for that.",3
 aaawww  no worries fresh start to work on growing it out again,3
_123 i cant sleep,1
  ive got a cold too... It sucks  and u were awesome in ipswitch xD,2
"My industrial is repierced, and I made a cute little friend",3
 64 degrees would be a dream. it`s 75 in Boise still.,2
 tut tut. Isn`t charging just fun. Thr new palm pre charging platform looks nifty tho.,3
thinks tonight couldn`t have gone more perfect.,3
I forgot I have lumpia and pancit in my fridge from last night! Yay,3
When you see someone without a smile pass them yours,2
 it`s called retro my dear and I wear fifties fashion sometimes....did you not see my birthday pictures?,2
"Chillin with the rents, and looking at hilarious old photos. Well funny!",3
wats up in your world x) i just won a basketball game  best shooter on the team  idk if shooter existes lol but you understand haha,3
I`m going to town on these two dinner rolls and some dark chocolate  yummmm,3
 thanks so much! we love fanmail  talk to us anytime,3
 so nice to meet you too!  is the best for bringing me along,3
" I did do that one Twitter while driving, although the iPhone keypad sucks for driving and typing",1
Bank holiday  Off to the station now. Catch you all later.,2
"just about to go home. I`m usually `mr. positive` but this has been one of those daze. well, 15 mins until tomorrow!",2
Soon my new job starts  I`m so happy!,3
" no, sir, they did not! i was amazed when i woke up this morning.",2
_ife not to forget cinnamon!,2
  Thanks! My mom`s seed is larger and already cracked (and planted). I hope Avalina isn`t a dud!,1
"Google Wave looks cool. I should be working for these guys, I came up with some of these ideas years ago.  http://tinyurl.com/m77gp7",3
  cool  you are here too  hi sam  how are you???,3
(bullhorn] tell ur friends 2 follow me  come onnnnnnnnnnnn ppl,2
" Yeah, I know! Thanks so much",3
@ work again,2
  i would love to come visit you in Korea.. next flight that is under 100 i am there!,3
waiting to go to 4th period to get the final over with. omgg im sooo gonna fail,1
Look at how far away I`ve gone... locked away in a room trying to work in silence and yet... constant 'urgent' emails and IM`s persist,2
 Only Tao in the summer?? That is not many,2
"party was awesome. soooo tired, bye. ps: happy momma`s day",3
 LoL Clever I`m Extremely Jealous Of The Amount Of Followers You Have  I Only Have 24,2
" thanks, still waiting... i don`t know what`s taking him so long - is it a bad sign or good sign?",2
Healthy Wishes. I may just start saying that.,3
moving back home today. pro: obnoxiously closer to  con: no more mpls runs/excursions for at least a year.,1
I just realized that I can`t forward text msgs with my iPhone.,2
gaahhhh! i want my #comet09 stream back...,1
 I do NOT. I RARELY dye it at all.  the red was the first in aaaagggessss. My hair just hates me.,1
 haha it`s great. but i slept horribly last night.,2
kicking back at home,2
" lolzz @ public script, wait  - n- watch",2
Not in a good mood.  My mama`s away with my sis so can`t talk to either of them and my boy can`t see me this weekend as planned.,1
 fine! Going to do my big walk today 20 or so miles,3
"I`m off 2 dream awhile. Thanks 4 everything tweeple. Many blessings & much joy. peace, love & happiness 2 u all. Hope ur dreams come tru",3
_Union don`t let anyone run you away from anything,2
Why am I still upppp????? LOL.  Work in less than 5 hours.,2
 boo,2
 dammit i had the passes but i am still at work,1
I am loving this beautiful monday morning!,3
 Oh noooooo!!!      I`m so sorry!!  That sucks hard!,1
Good night you twitter people,3
 yep nothing better,1
what you doing?,2
  Happy Mother`s Day to both of yall.  from me and my boys...,3
Going to  for lunch today with . Who`s in? I still need to hit the ATM.,2
 Good to know I`m not alone in my confusion,3
Taping at Cox then picking up starbucks for the office bc I am so nice,3
 aw u can`t let me in on the secret!,1
 orralle.. have fun,3
is crying..because the school years over  i wont get to see my teachers!  i wont get to see johnathan.......,1
can`t set up my phone on twitter,2
 Aye. Now I want cheesecake,2
shuuut up  stupid.,3
Still bored but not long now till the next tour date,2
" ****, so many good deals...you guys have a conspiracy to steal all my money",3
getting my hair cut todayyyy! i`m nerrrvous,1
 ....what? i just copyed some other chicks reply and wrote it as my own,2
" Thank you! Your makeup art is top-notch, come to my house every morning! ha ha",3
Willie is pouting because Grandma didn`t put any treats on my food  http://apps.facebook.com/dogbook/profile/view/6877293,1
I don`t think our ISP is too happy with us this weekend!,3
  thanks hun!! I`m working hard over here...  thanks mama!! I yuhh you!!!,3
 Why aren`t you coming to Montreal?,2
"HOME!!!  from my relatives. my sissy, , posted pics of her and our cupie cousin Audrey.  ???",2
 awww,2
The NVIDIA ION-based Lenovo IdeaPad S12 (  http://is.gd/J6Zy ) is awesome.  Fn key to left of Ctrl makes it non-starter for me though,3
 Aww  Yeah I feel you. I know its hard.,1
 My mum loved the Camp Rock mothers day card I gave her. I knew she would. Happy Mothers Day from New Zealand! Haha ILY lots  ****,3
"I worked more today than I did yesterday, but my time card says that I worked the same....  oh well... Hello weekend!",2
 Hott as Africa lol yeah its hot here too and its a big storm here,2
" I know! I can barely believe it`s almost over! Thanks for the review, lovely!",3
 not gonna ask what a boom boom is!  morning.,2
I jus planted a garden in my backyard,2
" Hey, you change your twitter account, and you didn`t even tell me...",2
My dreams have been crushed...Spock does not like the ladies.,1
  5 days,2
 Ur friend  sent me,2
Listening to Weightless by All Time Low. Thanks to  for making me listening to it!,3
"bec vs fat food   --- winner = fat food  but not this weeknend, ill beat it!",2
_hope why?,2
 I never was good at platform games...,1
 happy mommas day . ging is so lucky to have a momma like u  enjoy ur nite! luv ya,3
can`t go to bed  An am sooooo tired!!!,1
Trance or Drum`n`Bass are awesome for working!!  *dances it out*,3
 I use NewsFire. Works like a charm,3
And it`s starting to get cold,2
"_chung oh get well soon Alexa, take some rest",3
happy mother`s day!  http://bit.ly/6fGxd,3
"  sounds like Sonics...which I never had  ...and for the record, I say spicy bred buffalo wings w/ blu cheese & beer",2
"3 hours sleep last night, all of my being wants to crawl into a ball somewhere and sleep for about 5 more hours. At work till six too",1
   See you later lovely ladies.  Be Good & I love you millions  ****,3
Mmmm holiday commercials really ARE nice,3
" nice to meet you. Mike, video producer CF Miami.",3
"yeah one burrito did not taste like the other, there was no avocado ranch sauce",2
" Depends where your drinking, what your drinking, and how many mates you have. Joke fails",2
its my bday!!! I`m gettin older!,2
Hulu Desktop looks nice but not for my region,3
i hope i can find a store to take us,2
Great day. And another one awaits,3
 yo wake your **** up  and go to work  go get that paper  u aint sick dont lie,1
is sick and it doesn`t seem like i`m getting better,1
